function_id,status,severity,as_of,excel_builds_judged,rows_judged,rows_agree,worst_ulp,exact_domain_note,kernel_story_ref,blocked_by,evidence_refs
FUNC.IRR,divergent,gross,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,114720,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6); catalog G6-06: 44/72 leader; witness ~114,720 ULP",,wall:irr-rate-solver,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G6-06;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.ISBLANK,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ISERR,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.ISERROR,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ISEVEN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.ISFORMULA,unverified,,,,,,,July harness_pending: cell formula metadata: OxCalc integration lane,,harness:workbook,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#harness_pending
FUNC.ISLOGICAL,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.ISNA,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ISNONTEXT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.ISNUMBER,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ISO.CEILING,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ISODD,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.ISOMITTED,unverified,,,,,,,July excluded: only meaningful inside a LAMBDA,,harness:lambda,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.ISOWEEKNUM,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.ISPMT,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),6,4,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says divergent; stock take wins; 4/6 (W111-10)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.ISREF,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.ISTEXT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.JIS,unverified,,,,,,,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6); conflict: July map said divergent, stock take says unverified; stock take wins; Cat-1 locale seam; July runs returned #VALUE! at the seam (TEXT 0/78); judge under a pinned locale (W111-11)",,harness:locale,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.KURT,divergent,numeric,2026-09-24,20430,1504,1062,512,"W111-5 fresh corpus 2026-09-24 on build 20430 (smart-fuzzer/tools/w111/gen_w111_5_batches.py seed 20260924): 1062/1504, misses {'last_bit': 240, 'numeric': 202}; was unverified; earlier: July numeric_drift_open via BUG-FUNC-021; stream status open; conflict: July map said divergent, stock take says unverified; stock take wins; 0% in runs, untriaged: check the array route before calling it Divergent (W111-5)",,,docs/function-lane/evidence/w111-5-20260924/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.LAMBDA,unverified,,,,,,,not yet a catalog FunctionMeta (oxf-v8ui D1); OxFml evaluates it today,,harness:lambda,oxf-v8ui
FUNC.LARGE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.LCM,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.LEFT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.LEFTB,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.LEN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.LENB,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.LET,unverified,,,,,,,not yet a catalog FunctionMeta (oxf-v8ui D1); OxFml evaluates it today,,harness:lambda,oxf-v8ui
FUNC.LINEST,divergent,unmeasured,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6); catalog G3-03: coefficient graph open; FORECAST closed out of this row",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G3-03
FUNC.LN,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),249,249,0,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); x87 CRT chain; characterized-candidate",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.LOG,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),249,249,0,"July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; LOG(x,base)=ln/ln; characterized-candidate",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.LOG10,consistent,,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),249,249,0,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); x87 CRT chain; characterized-candidate",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.LOGEST,divergent,unmeasured,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6); catalog G3-03: coefficient graph open; FORECAST closed out of this row",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G3-03
FUNC.LOGINV,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says divergent; stock take wins; as NORM.INV",,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.LOGNORM.DIST,divergent,gross,2026-09-24,20430,1505,892,1894,"W111-5 fresh corpus 2026-09-24 on build 20430 (smart-fuzzer/tools/w111/gen_w111_5_batches.py seed 20260924): 892/1505, misses {'gross': 7, 'last_bit': 202, 'numeric': 404}; was unverified; earlier: July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says unverified; stock take wins; rounded witnesses only; CDF mode inherits the ERFC wall (W111-5)",,wall:erf-erfc-body,docs/function-lane/evidence/w111-5-20260924/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.LOGNORM.INV,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says divergent; stock take wins; as NORM.INV",,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.LOGNORMDIST,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.LOOKUP,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.LOWER,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MAKEARRAY,unverified,,,,,,,July excluded: callable (lambda) argument,,harness:lambda,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.MAP,unverified,,,,,,,July excluded: callable (lambda) argument,,harness:lambda,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.MATCH,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MAX,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MAXA,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MAXIFS,unverified,,,,,,,July structural_bug_open via BUG-FUNC-004; streams now validated_local (fix not re-judged live): re-judge in W111-6,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-004
FUNC.MDETERM,unverified,,,,,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says unverified; stock take wins; July map bit_exact_observed, no count (W111-5)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.MDURATION,divergent,last_bit,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,3,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: consistent below, open catalog row G6-03c above; catalog wins; catalog G6-03c: 237/264, max 3 ULP; accumulator graph",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G6-03c
FUNC.MEDIAN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MID,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MIDB,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MIN,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MINA,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MINIFS,unverified,,,,,,,July structural_bug_open via BUG-FUNC-004; streams now validated_local (fix not re-judged live): re-judge in W111-6,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-004
FUNC.MINUTE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MINVERSE,consistent,,2026-07-12,pre-20430 (20026..20326; per-row build in evidence),1599,1599,0,"July numeric_drift_open via BUG-FUNC-025; streams now closed_signed_off; numeric 1599/1599 Doolittle LU (BUG-FUNC-025 closed_signed_off); MINVERSE(5) is an internal 1x1 array in Excel too (nested TYPE probes), final-cell shape is Cat-1 publication CSC-0024 / HO-FN-010, not an OxFunc divergence",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-025;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.MIRR,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MMULT,unverified,,,,,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says unverified; stock take wins; numeric provisional, no count (W111-5); MMULT(5,2) 1x1 array is Excel-correct, final-cell shape is Cat-1 publication CSC-0025 / HO-FN-010",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.MOD,consistent,,2026-06-20,pre-20430 (20026..20326; per-row build in evidence),19,19,0,"July numeric_drift_open via BUG-FUNC-027; stream status open; conflict: July map said divergent, stock take says consistent; stock take wins; exact IEEE remainder",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.MODE,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MODE.MULT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MODE.SNGL,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MONTH,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.MROUND,divergent,unmeasured,2026-06-04,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-027; stream status open,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-027
FUNC.MULTINOMIAL,divergent,numeric,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),10,1,22,"July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; conflict: July map said consistent, stock take says divergent; stock take wins; private Lanczos lgamma",,wall:private-pmf,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.MUNIT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.N,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.NA,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim)",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed
FUNC.NEGBINOM.DIST,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),48,11,,July numeric_drift_open via BUG-FUNC-021; stream status open; large-n 0/48; k=0 slice 8/8 landed,,wall:private-pmf,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NEGBINOMDIST,divergent,unmeasured,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,,July numeric_drift_open via BUG-FUNC-021; stream status open; catalog G3-01: legacy distribution family; bodies on ERFC / bgrat / private PMF walls,,wall:private-pmf,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G3-01;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NETWORKDAYS,consistent,,2026-09-24,20430,1200,1200,0,"W111-5 fresh corpus 2026-09-24 on build 20430 (smart-fuzzer/tools/w111/gen_w111_5_batches.py seed 20260924): 1200/1200, all rows agree; was unverified; earlier: July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; conflict: July map said consistent, stock take says unverified; stock take wins; 67.9% historical aggregate, current state unknown (W111-5)",,,docs/function-lane/evidence/w111-5-20260924/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.NETWORKDAYS.INTL,consistent,,2026-09-24,20430,1200,1200,0,"W111-5 fresh corpus 2026-09-24 on build 20430 (smart-fuzzer/tools/w111/gen_w111_5_batches.py seed 20260924): 1200/1200, all rows agree; was unverified; earlier: July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off; conflict: July map said consistent, stock take says unverified; stock take wins; historical aggregate only (W111-5)",,,docs/function-lane/evidence/w111-5-20260924/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.NOMINAL,consistent,,2026-08-20,pre-20430 (20026..20326; per-row build in evidence),,,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); identified",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
FUNC.NORM.DIST,divergent,last_bit,2026-08-21,pre-20430 (20026..20326; per-row build in evidence),64,64,1,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says divergent; stock take wins; wrapper 64/64; CDF body inherits the ERFC wall",,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NORM.INV,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),24,0,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says divergent; stock take wins; kept on Acklam by design; oddness 8/9",,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NORM.S.DIST,divergent,last_bit,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,1,July numeric_drift_open via BUG-FUNC-021; stream status open; catalog G3-07: sign-split wrapper landed (G-F3); body inherits the ERFC wall; NORMSDIST(-1) 1 ULP,,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G3-07;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NORM.S.INV,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),24,0,,July numeric_drift_open via BUG-FUNC-021; stream status open; as NORM.INV,,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NORMDIST,divergent,numeric,2026-09-24,20430,1505,1218,355,"W111-5 fresh corpus 2026-09-24 on build 20430 (smart-fuzzer/tools/w111/gen_w111_5_batches.py seed 20260924): 1218/1505, misses {'last_bit': 184, 'numeric': 103}; was unverified; earlier: July structural_bug_open via BUG-FUNC-018; streams now validated_local (fix not re-judged live): re-judge in W111-6; rounded witnesses only; CDF mode inherits the ERFC wall (W111-5)",,wall:erf-erfc-body,docs/function-lane/evidence/w111-5-20260924/misses.json;smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-018;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NORMINV,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),24,0,,"July map bit_exact_observed (array_rollup runs, no non-match; not a closure claim); conflict: July map said consistent, stock take says divergent; stock take wins; as NORM.INV",,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#bit_exact_observed;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NORMSDIST,divergent,last_bit,2026-09-15,pre-20430 (20026..20326; per-row build in evidence),,,1,July numeric_drift_open via BUG-FUNC-021; stream status open; catalog G3-07: sign-split wrapper landed (G-F3); body inherits the ERFC wall; NORMSDIST(-1) 1 ULP,,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/OXFUNC_EXCEL_DISCREPANCY_CATALOG.md#G3-07;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NORMSINV,divergent,unmeasured,2026-09-12,pre-20430 (20026..20326; per-row build in evidence),24,0,,July numeric_drift_open via BUG-FUNC-021; stream status open; as NORM.INV,,wall:erf-erfc-body,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#numeric_drift_open;BUG_STREAM_REGISTER:BUG-FUNC-021;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md;docs/function-lane/W109_WALL_CLUES_LEDGER.md
FUNC.NOT,consistent,,2026-07-02,pre-20430 (20026..20326; per-row build in evidence),,,,July structural_bug_open via BUG-FUNC-028; streams now closed_signed_off,,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#structural_bug_open;BUG_STREAM_REGISTER:BUG-FUNC-028
FUNC.NOW,unverified,,,,,,,July excluded: volatile clock (TimeDependent); not bit-comparable per evaluation,,harness:random,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#excluded
FUNC.NPER,consistent,,2026-07-12,pre-20430 (20026..20326; per-row build in evidence),1293,1293,0,"July mixed_or_open: genuine non-match rows, no linked stream, untriaged (W111-6); conflict: July map said divergent, stock take says consistent; stock take wins",,,smart-fuzzer/planning/FUNCTION_STATUS_MAP.md#mixed_or_open;docs/function-lane/BIT_EXACT_STOCK_TAKE_20260922.md
